Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
624084805,"Jun 28, 2016, 11:25:07 PM",3,Ride,,4613,36.92,,,false,,,activities/624084805.gpx,68.0,,4613.0,4485.0,36928.80078125,16.799999237060547,,333.63299560546875,,177.6999969482422,250.6999969482422,15.199999809265137,0.00027079100254923105,,,,,,,,197.0570068359375,985.437744140625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
625609651,"Jun 30, 2016, 12:57:41 PM",Grocery run,Ride,,4910,12.78,,,false,,,activities/625609651.gpx,68.0,,4910.0,2118.0,12783.2001953125,11.699999809265137,,48.88349914550781,,202.10000610351562,226.3000030517578,11.0,-0.0015645499806851149,,,,,,,,123.60299682617188,291.8971252441406,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
626169058,"Jul 1, 2016, 12:28:00 AM",4,Ride,,2177,18.46,,,false,,,activities/626169058.gpx,68.0,,2177.0,2177.0,18464.0,15.399999618530273,,171.31399536132812,,198.3000030517578,250.8000030517578,11.0,0.0016247800085693598,,,,,,,,205.29400634765625,498.3214111328125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
629299633,"Jul 3, 2016, 10:12:59 PM",5,Ride,,5680,46.03,,,false,,,activities/629299633.gpx,68.0,,5680.0,5680.0,46031.3984375,14.899999618530273,,423.46099853515625,,175.0,232.6999969482422,15.899999618530273,-0.00021724299585912377,,,,,,,,191.93099975585938,1215.537353515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
630371649,"Jul 4, 2016, 10:21:55 PM",6,Ride,,5504,41.46,,,false,,,activities/630371649.gpx,68.0,,5504.0,5099.0,41468.8984375,15.0,,244.1199951171875,,181.5,226.3000030517578,12.5,0.001688009942881763,,,,,,,,176.78399658203125,1005.0850830078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
631362251,"Jul 5, 2016, 6:25:33 PM",Grochery runs,Ride,,11718,38.98,,,false,,,activities/631362251.gpx,68.0,,11718.0,7024.0,38985.5,14.0,,283.34698486328125,,175.0,227.0,26.700000762939453,0.01000369992107153,,,,,,,,114.95700073242188,900.3156127929688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
631495017,"Jul 5, 2016, 10:30:48 PM",7,Ride,,7974,60.32,,,false,,,activities/631495017.gpx,68.0,,7974.0,7768.0,60319.30078125,14.899999618530273,,582.8920288085938,,204.5,265.5,14.5,0.006299810018390417,,,,,,,,177.63900756835938,1538.5882568359375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
632617999,"Jul 6, 2016, 11:09:08 PM",8,Ride,,5254,43.59,,,false,,,activities/632617999.gpx,68.0,,5254.0,5254.0,43592.1015625,19.0,,466.9849853515625,,193.3000030517578,286.70001220703125,19.0,-0.0009175969753414392,,,,,,,,198.2729949951172,1161.52490234375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
633573782,"Jul 7, 2016, 8:17:39 PM",9,Ride,,3727,27.98,,,false,,,activities/633573782.gpx,68.0,,3727.0,3682.0,27981.900390625,16.799999237060547,,347.07598876953125,,193.60000610351562,285.5,18.299999237060547,-0.0007147479918785393,,,,,,,,183.62399291992188,753.85546875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
636515222,"Jul 10, 2016, 2:45:48 PM",10,Ride,,3675,29.00,,,false,,,activities/636515222.gpx,68.0,,3675.0,3675.0,29008.80078125,18.899999618530273,,358.79901123046875,,193.60000610351562,286.79998779296875,19.0,0.003102510003373027,,,,,,,,187.36099243164062,767.735107421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
637489847,"Jul 11, 2016, 2:04:45 PM",Grochery run,Ride,,2107,11.68,,,false,,,activities/637489847.gpx,68.0,,2107.0,1831.0,11680.0,12.699999809265137,,48.55649948120117,,202.0,226.6999969482422,14.300000190734863,0.014554799534380436,,,,,,,,132.14199829101562,269.7764892578125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
638005098,"Jul 12, 2016, 12:06:08 AM",11,Ride,,3089,27.61,,,false,,,activities/638005098.gpx,68.0,,3089.0,3089.0,27617.400390625,15.600000381469727,,286.52899169921875,,198.10000610351562,265.3999938964844,15.0,0.010500599630177021,,,,,,,,228.23800659179688,786.1052856445312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
639126286,"Jul 13, 2016, 12:15:40 AM",12,Ride,,3183,24.97,,,false,,,activities/639126286.gpx,68.0,,3183.0,3183.0,24978.19921875,15.699999809265137,,228.4980010986328,,198.5,246.5,15.699999809265137,-0.003202789928764105,,,,,,,,174.51300048828125,619.3544921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
639745309,"Jul 13, 2016, 2:31:05 PM",13,Ride,,7583,62.77,,,false,,,activities/639745309.gpx,68.0,,7583.0,7583.0,62772.69921875,15.600000381469727,,458.156005859375,,181.5,266.29998779296875,13.399999618530273,-0.0015930499648675323,,,,,,,,184.32400512695312,1558.4677734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
661417862,"Aug 1, 2016, 8:40:31 PM",14,Ride,,7014,53.11,,,false,,,activities/661417862.gpx,68.0,,7014.0,7005.0,53114.80078125,16.700000762939453,,573.9190063476562,,181.39999389648438,286.79998779296875,19.200000762939453,0.000564814021345228,,,,,,,,174.1719970703125,1360.3834228515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
662615452,"Aug 3, 2016, 12:14:52 AM",15,Ride,,2518,18.84,,,false,,,activities/662615452.gpx,68.0,,2518.0,2221.0,18842.19921875,15.0,,144.67300415039062,,177.3000030517578,225.6999969482422,9.5,0.025474699214100838,,,,,,,,202.53599548339844,501.5632019042969,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
663654232,"Aug 3, 2016, 6:09:40 PM",16,Ride,"",14377,102.15,,,false,,,activities/663654232.gpx,68.0,,14377.0,13230.0,102150.0,16.700000762939453,,693.3099975585938,,179.39999389648438,236.10000610351562,20.700000762939453,-0.0018600199837237597,,,,,,,,160.91600036621094,2373.744384765625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
664853646,"Aug 4, 2016, 10:58:02 PM",17,Ride,,2874,20.77,,,false,,,activities/664853646.gpx,68.0,,2874.0,2874.0,20772.19921875,15.100000381469727,,211.59800720214844,,205.0,236.60000610351562,23.100000381469727,-0.005295540206134319,,,,,,,,165.4759979248047,530.2694702148438,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
666485940,"Aug 6, 2016, 12:06:36 PM",18,Ride,,7389,62.27,,,false,,,activities/666485940.gpx,68.0,,7389.0,7353.0,62276.69921875,15.600000381469727,,270.31298828125,,210.10000610351562,299.6000061035156,10.800000190734863,-0.0024086099583655596,,,,,,,,172.97300720214844,1418.1356201171875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
669405758,"Aug 8, 2016, 9:29:45 PM",Fun ride,Ride,,3637,17.61,,,false,,,activities/669405758.gpx,68.0,,3637.0,3037.0,17618.19921875,13.899999618530273,,168.1280059814453,,175.0,234.1999969482422,16.799999237060547,-0.08911240100860596,,,,,,,,128.5449981689453,435.2861633300781,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
669433503,"Aug 8, 2016, 10:31:56 PM",19,Ride,,2384,21.31,,,false,,,activities/669433503.gpx,68.0,,2384.0,2384.0,21313.19921875,15.0,,208.42300415039062,,181.60000610351562,236.6999969482422,15.699999809265137,0.09055420011281967,,,,,,,,227.6009979248047,604.9998779296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
671288515,"Aug 10, 2016, 1:56:55 PM",20,Ride,,6091,44.82,,,false,,,activities/671288515.gpx,68.0,,6091.0,6040.0,44828.19921875,18.399999618530273,,508.9440002441406,,193.60000610351562,281.70001220703125,22.100000381469727,-0.0028999599162489176,,,,,,,,174.26699829101562,1173.6185302734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
676302581,"Aug 14, 2016, 7:48:00 PM",21,Ride,,5988,51.02,,,false,,,activities/676302581.gpx,68.0,,5988.0,5988.0,51024.6015625,18.799999237060547,,586.8099975585938,,193.60000610351562,286.70001220703125,15.100000381469727,-0.0017638599965721369,,,,,,,,209.5709991455078,1399.2259521484375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
676996535,"Aug 15, 2016, 2:19:00 PM",22,Ride,,4925,39.48,,,false,,,activities/676996535.gpx,68.0,,4925.0,4882.0,39487.30078125,18.299999237060547,,440.20098876953125,,193.3000030517578,286.79998779296875,17.899999618530273,0.0050649200566112995,,,,,,,,193.58599853515625,1053.7718505859375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
678730437,"Aug 16, 2016, 11:19:04 PM",23,Ride,,3825,32.56,,,false,,,activities/678730437.gpx,68.0,,3825.0,3693.0,32559.900390625,14.600000381469727,,336.20001220703125,,198.39999389648438,265.5,14.699999809265137,-0.006449650041759014,,,,,,,,216.8979949951172,893.1198120117188,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
679375173,"Aug 17, 2016, 1:49:29 PM",24,Ride,,6166,49.72,,,false,,,activities/679375173.gpx,68.0,,6166.0,6144.0,49719.3984375,18.899999618530273,,565.7559814453125,,193.5,286.6000061035156,16.600000381469727,-0.004223700147122145,,,,,,,,190.24899291992188,1303.3121337890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
683141395,"Aug 20, 2016, 8:38:08 PM",25,Ride,,7873,65.86,,,false,,,activities/683141395.gpx,68.0,,7873.0,7797.0,65866.8984375,19.299999237060547,,793.3829956054688,,193.60000610351562,286.6000061035156,15.0,-0.007287419866770506,,,,,,,,202.5800018310547,1761.16064453125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
684429229,"Aug 21, 2016, 8:12:59 PM",26,Ride,,10063,80.54,,,false,,,activities/684429229.gpx,68.0,,10063.0,9618.0,80542.3984375,17.5,,716.7420043945312,,193.60000610351562,388.5,19.899999618530273,0.15780499577522278,,,,,,,,197.1739959716797,2114.5078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
687788996,"Aug 24, 2016, 6:33:47 PM",27,Ride,"",5529,46.85,,,false,,,activities/687788996.gpx,68.0,,5529.0,5485.0,46854.80078125,17.700000762939453,,629.2440185546875,,294.1000061035156,388.3999938964844,25.299999237060547,-0.003414799924939871,,,,,,,,212.29400634765625,1298.34228515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
696970577,"Sep 1, 2016, 3:49:47 PM",28,Ride,"",5827,46.74,,,false,,,activities/696970577.gpx,68.0,,5827.0,5745.0,46742.80078125,16.5,,390.97198486328125,,208.1999969482422,303.29998779296875,11.899999618530273,0.008129590190947056,,,,,,,,175.78799438476562,1126.040771484375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
700885115,"Sep 4, 2016, 8:51:42 PM",29,Ride,,7579,62.36,,,false,,,activities/700885115.gpx,68.0,,7579.0,7579.0,62364.5,16.600000381469727,,416.3320007324219,,210.0,328.8999938964844,39.900001525878906,-0.002405209932476282,,,,,,,,175.68299865722656,1484.6241455078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
706373432,"Sep 9, 2016, 8:22:21 PM",30,Ride,"",3444,21.40,,,false,,,activities/706373432.gpx,68.0,,3444.0,3038.0,21399.099609375,13.399999618530273,,107.8759994506836,,325.79998779296875,393.5,22.399999618530273,0.00327116996049881,,,,,,,,141.23199462890625,478.405029296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
740821460,"Oct 10, 2016, 8:55:48 PM",Afternoon Run,Run,,1770,6.64,,,false,,,activities/740821460.gpx,68.0,,1770.0,1765.0,6639.39990234375,6.099999904632568,,58.62350082397461,,250.0,279.1000061035156,10.5,0.021086199209094048,,,,,,,,,560.4132080078125,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
855414128,"Feb 4, 2017, 11:00:43 PM",Evening Run,Run,,1539,5.46,,,false,,,activities/855414128.gpx,68.0,,1539.0,1516.0,5468.10009765625,5.5,,36.813499450683594,,325.0,348.0,18.5,0.0,,,,,,,,,462.3670349121094,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
857588951,"Feb 6, 2017, 8:13:57 PM",Afternoon Run,Run,,2999,8.69,,,false,,,activities/857588951.gpx,68.0,,2999.0,2318.0,8697.099609375,5.400000095367432,,74.0177001953125,,322.0,352.0,13.699999809265137,-0.002299620071426034,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
863131356,"Feb 11, 2017, 9:58:57 PM",Afternoon Run,Run,,2294,8.41,,,false,,,activities/863131356.gpx,68.0,,2294.0,2257.0,8417.2001953125,11.0,,56.05759811401367,,322.8999938964844,352.0,17.799999237060547,-0.0011880400124937296,,,,,,,,,710.3692016601562,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
945418371,"Apr 16, 2017, 9:30:08 PM",Afternoon Ride,Ride,,6038,45.91,,,false,,,activities/945418371.gpx,68.0,,6038.0,6038.0,45915.30078125,16.100000381469727,,240.8520050048828,,208.6999969482422,286.0,13.300000190734863,0.0028313000220805407,,,,,,,,140.88499450683594,948.4899291992188,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
948102474,"Apr 18, 2017, 5:51:34 PM",Afternoon Ride,Ride,,11816,64.38,,,false,,,activities/948102474.gpx,68.0,,11816.0,9014.0,64386.8984375,17.200000762939453,,552.0989990234375,,212.39999389648438,352.20001220703125,30.600000381469727,0.006988999899476767,,,,,,,,141.2550048828125,1419.698974609375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
949683740,"Apr 19, 2017, 8:16:48 PM",Afternoon Ride,Ride,,10216,66.56,,,false,,,activities/949683740.gpx,68.0,,10216.0,9049.0,66562.796875,17.100000381469727,,398.385009765625,,216.60000610351562,356.29998779296875,31.799999237060547,-0.04732370004057884,,,,,,,,149.15199279785156,1504.8892822265625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
951914742,"Apr 21, 2017, 4:46:07 PM",Lunch Ride,Ride,,6097,43.94,,,false,,,activities/951914742.gpx,68.0,,6097.0,6065.0,43948.30078125,18.100000381469727,,323.0459899902344,,231.39999389648438,327.0,15.199999809265137,0.002047860063612461,,,,,,,,149.4219970703125,1010.4625244140625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
953642665,"Apr 22, 2017, 7:35:44 PM",Afternoon Ride,Ride,,10193,76.02,,,false,,,activities/953642665.gpx,68.0,,10193.0,9985.0,76022.8984375,16.899999618530273,,658.0859985351562,,241.60000610351562,416.70001220703125,22.600000381469727,-0.017757799476385117,,,,,,,,152.78599548339844,1701.008544921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
955214119,"Apr 23, 2017, 4:21:43 PM",Lunch Ride,Ride,,8726,66.51,,,false,,CAAD8,activities/955214119.gpx,68.0,9.0,8726.0,8461.0,66518.5,17.899999618530273,,384.7489929199219,,208.6999969482422,299.20001220703125,24.100000381469727,-0.014281700365245342,,,,,,,,157.18499755859375,1482.8856201171875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
956817350,"Apr 24, 2017, 9:28:25 PM",Afternoon Ride,Ride,,8629,61.16,,,false,,CAAD8,activities/956817350.gpx,68.0,9.0,8629.0,8189.0,61167.6015625,17.299999237060547,,310.25299072265625,,120.5999984741211,352.20001220703125,29.899999618530273,-0.14991599321365356,,,,,,,,135.52200317382812,1237.41552734375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
959382832,"Apr 26, 2017, 6:13:31 PM",Afternoon Ride,Ride,,8471,45.73,,,false,,CAAD8,activities/959382832.gpx,68.0,9.0,8471.0,7598.0,45732.0,14.199999809265137,,184.7949981689453,,80.9000015258789,170.0,12.199999809265137,0.0004373310075607151,,,,,,,,114.48400115966797,969.8821411132812,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
961859942,"Apr 28, 2017, 5:30:00 PM",Afternoon Ride,Ride,,9555,76.58,,,false,,CAAD8,activities/961859942.gpx,68.0,9.0,9555.0,9499.0,76580.1015625,19.0,,480.0929870605469,,202.89999389648438,299.20001220703125,15.699999809265137,-0.008879589848220348,,,,,,,,168.18899536132812,1781.3544921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
969935713,"May 3, 2017, 10:35:59 PM",WCC learn to group ride session 1,Ride,,6082,31.10,,,false,,CAAD8,activities/969935713.gpx,68.0,9.0,6082.0,5441.0,31107.30078125,15.100000381469727,,204.68499755859375,,310.0,342.29998779296875,13.100000381469727,-0.005464959889650345,,,,,,,,95.23590087890625,577.76904296875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
978987268,"May 9, 2017, 10:29:51 PM",Evening Ride,Ride,,4387,37.58,,,false,,CAAD8,activities/978987268.gpx,68.0,9.0,4387.0,4272.0,37588.8984375,16.100000381469727,,233.36399841308594,,322.1000061035156,406.0,16.100000381469727,0.0,,,,,,,,196.86700439453125,937.732666015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
980635735,"May 10, 2017, 10:20:18 PM",WCC learn to group ride session 2,Ride,,7280,38.37,,,false,,CAAD8,activities/980635735.gpx,68.0,9.0,7280.0,5892.0,38373.30078125,14.800000190734863,,256.4230041503906,,310.0,340.6000061035156,15.800000190734863,0.003127170028164983,,,,,,,,126.74099731445312,832.6351318359375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
981722286,"May 11, 2017, 5:16:03 PM",Afternoon Ride,Ride,,4839,39.23,,,false,,CAAD8,activities/981722286.gpx,68.0,9.0,4839.0,4663.0,39238.3984375,16.5,,256.1650085449219,,330.70001220703125,406.0,14.0,0.0030582300387322903,,,,,,,,179.75,934.5642700195312,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3759573.0,,,,,,,,,,,,,,,,,,,,,,,,,""
